Rank,Company,Best Composite,Mean Composite,Tier,Sites,Proximity,Fit %,Density,Min Distance (mi),Nearest Primo Site,"City, State",Segment,Confidence
2593,E-Comm Fulfillment 3PL,57.05,57.05,C,1,58,33.3,5,16.2,US PL Ontario Factory,"Riverside, CA",3pl,medium
2594,Primark Distribution Center,57.05,43.6,C,2,58,33.3,5,16.2,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,medium
2595,South Portland Food Cupboard,57.05,57.05,C,1,58,33.3,5,16.2,US PL Hollis Factory,"South Portland, ME",shipper,low
2596,houston central auto storage,56.99,56.99,D,1,76,0,5,8.1,US PL Pasadena Factory,"Houston, TX",shipper,low
2597,Mile Hi Express,56.99,56.99,D,1,76,0,5,8.1,US PL Denver Factory,"Aurora, CO",shipper,low
2598,PITT OHIO,56.99,54.8,D,2,76,0,5,8.1,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2599,Manufacturers Warehousing,56.99,56.99,D,1,76,0,5,8.1,US PL Denver Factory,"Denver, CO",3pl,low
2600,Furniture Warehouse of Gainesville,56.99,56.99,C,1,54,41.3,5,18.6,US PL High Springs Factory,"Gainesville, FL",shipper,medium
2601,M S Logistics Llc,56.94,56.94,C,1,58,33.3,5,16.3,US PL Greenwood Indiana,"Indianapolis, IN",3pl,medium
2602,MSL CoPackaging & E-Commerce Fulfillment,56.94,56.94,C,1,58,33.3,5,16.3,US PL Greenwood Indiana,"Indianapolis, IN",3pl,medium
2603,Warehouse Furniture,56.94,40.82,C,6,58,33.3,5,16.3,US PL High Springs Factory,"Gainesville, FL",shipper,medium
2604,Feed The Children Distribution Center,56.94,56.94,C,1,58,33.3,5,16.3,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,medium
2605,Illes Foods,56.94,56.94,C,1,58,33.3,5,16.3,US PL Dallas 2 Factory,"Carrollton, TX",shipper,low
2606,Pamolab Manufacturing (FOR OUR MEDICAL SHOP PLEASE SEARCH THE SHOP AT PAMOLAB),56.92,56.92,C,1,62,26.7,5,14.5,US PL Hollis Factory,"Scarborough, ME",shipper,medium
2607,Aegis Manufacturing LLC,56.92,56.92,C,1,62,26.7,5,14.5,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,medium
2608,A-1 Warehousing,56.85,56.85,D,1,76,0,5,8.2,US PL S Houston Factory,"Houston, TX",3pl,low
2609,Cibiya America Warehousing Services,56.85,56.85,D,1,76,0,5,8.2,US PL Dallas 2 Factory,"Grand Prairie, TX",3pl,low
2610,Nocs West Gulf Inc,56.85,56.85,D,1,76,0,5,8.2,US PL Pasadena Factory,"Deer Park, TX 77536, USA",shipper,low
2611,TA Madison 050,56.85,56.85,D,1,76,0,5,8.2,US PL Madison Factory,"DeForest, WI",shipper,low
2612,The Chefs’ Warehouse,56.84,56.84,C,1,58,33.3,5,16.4,US PL Dallas 2 Factory,"Carrollton, TX",shipper,medium
2613,Horizon Industry Distribution Center,56.84,56.84,C,1,58,33.3,5,16.4,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2614,CHRISTUS Trinity Mother Frances Warehouse,56.84,56.84,C,1,58,33.3,5,16.4,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2615,Paradise Cold Storage Division,56.84,56.84,C,1,58,33.3,5,16.4,US PL Zephyrhills Factory,"Plant City, FL 33563, USA",shipper,medium
2616,Pine Knolls Food Pantry - Food Distribution Center,56.84,56.84,C,1,58,33.3,5,16.4,US PL Saratoga Spring Factory,"Glens Falls, NY 12803, USA",shipper,medium
2617,Freightliner & Western Star Of Maine,56.84,56.84,C,1,58,33.3,5,16.4,US PL Hollis Factory,"Westbrook, ME",shipper,low
2618,Newly Weds Foods,56.84,35.4,C,2,58,33.3,5,16.4,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,low
2619,Pegasus Foods Inc,56.83,56.83,A,1,32,100,3,33.8,US PL Dallas 2 Factory,"Rockwall, TX",shipper,medium
2620,A-Armor Steel Mini Storage,56.79,56.79,C,1,67,16,5,11.9,US PL Sacramento Factory,"Rio Linda, CA",shipper,low
2621,Seaboard Cold Storage,56.73,56.73,C,1,58,33.3,5,16.5,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2622,Ameri Cold Logistics,56.73,56.73,C,1,58,33.3,5,16.5,US PL Zephyrhills Factory,"Plant City, FL",3pl,medium
2623,quick hands logistics inc,56.73,56.73,C,1,58,33.3,5,16.5,US PL Ontario Factory,"Colton, CA",3pl,medium
2624,M & M Manufacturing Co,56.69,52.97,C,2,61,26.7,5,14.7,US PL S Houston Factory,"Houston, TX",shipper,medium
2625,Gulf Coast Cooling and Packaging,56.69,56.69,C,1,61,26.7,5,14.7,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2626,Independence Floor Supply Inc bulk warehouse,56.63,56.63,C,1,58,33.3,5,16.6,US PL Hollis Factory,"Westbrook, ME",shipper,medium
2627,Cajon Distribution Center,56.63,56.63,C,1,58,33.3,5,16.6,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2628,ACEWAY LOGISTICS,56.63,56.63,C,1,58,33.3,5,16.6,US PL Greenwood Indiana,"Indianapolis, IN",3pl,medium
2629,PennPak Solutions,56.63,56.63,C,1,58,33.3,5,16.6,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,low
2630,Amazon HLI1,56.61,56.61,A,1,25,93.3,5,41.9,US PL Hot Springs 2 Factory,"Maumelle, AR",shipper,medium
2631,Highway Transport,56.57,56.57,D,1,76,0,5,8.4,US PL Pasadena Factory,"La Porte, TX",carrier,low
2632,"Forsythe Ware House, CLL",56.57,56.57,D,1,76,0,5,8.4,US PL Greenwood Indiana,"Franklin, IN",shipper,low
2633,Crayola Distribution Center,56.52,56.52,C,1,57,33.3,5,16.7,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,medium
2634,Innovative Distribution Services,56.52,56.52,C,1,57,33.3,5,16.7,US PL Hollis Factory,"Portland, ME",3pl,medium
2635,Westgate Global Logistics,56.52,56.52,C,1,57,33.3,5,16.7,US DC NFI - Breinigsville,"Bethlehem, PA",3pl,medium
2636,Amazon HOU6,56.52,56.52,A,1,52,93.3,0,19.7,US PL S Houston Factory,"Richmond, TX",shipper,medium
2637,Amazon SMF3,56.52,56.52,A,1,25,93.3,5,42.1,US PL Sacramento Factory,"Stockton, CA",shipper,medium
2638,MAC Transportation Ltd,56.5,56.5,D,1,86,0,3,4.4,US PL Hawkins Factory,"Big Sandy, TX",shipper,low
2639,Burger Warehouse,56.49,56.49,C,1,55,37.3,5,17.9,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2640,GDC Industrial Inc,56.47,56.47,C,1,61,26.7,5,14.9,US PL Hawkins Factory,"Tyler, TX",shipper,low
2641,Kane Logistics CHEP Pallets,56.42,56.42,C,1,57,33.3,5,16.8,US PL Zephyrhills Factory,"Lakeland, FL",3pl,medium
2642,Alpaca Warehouse,56.42,56.42,C,1,57,33.3,5,16.8,US PL High Springs Factory,"Gainesville, FL",shipper,medium
2643,SWorx Bottling Group,56.42,56.42,C,1,57,33.3,5,16.8,US PL Ontario Factory,"Colton, CA",shipper,medium
2644,Sugar Factory - Tampa Bay,56.4,56.4,B,1,50,46.7,5,20.9,US PL Zephyrhills Factory,"Tampa, FL",shipper,low
2645,Ralphs Grocery Distribution Center,56.38,56.38,C,1,55,37.3,5,18,US PL Ontario Factory,"Riverside, CA",shipper,medium
2646,Bartush Schnitzius Foods Company,56.35,56.35,A,1,42,100,1,25.7,US PL Dallas 2 Factory,"Lewisville, TX",shipper,medium
2647,J & R Davenport Trucking,56.33,56.33,C,1,82,26.7,1,5.8,US PL Kingfield Factory,"New Portland, ME",carrier,low
2648,Lakeland Fulfillment Center,56.31,56.31,C,1,57,33.3,5,16.9,US PL Zephyrhills Factory,"Lakeland, FL",3pl,medium
2649,Landmark Packaging Inc,56.3,56.3,C,1,64,20,5,13.3,US PL Denver Factory,"Aurora, CO",shipper,low
2650,Turner Industries Group,56.29,56.29,D,1,75,0,5,8.6,US PL Pasadena Factory,"Pasadena, TX",shipper,low
2651,Averitt,56.29,39.58,D,4,75,0,5,8.6,US PL Hawkins Factory,"Tyler, TX",carrier,low
2652,Work C&S/Winn-Dixie Distribution Center,56.28,56.28,C,1,55,37.3,5,18.1,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2653,Big 5 Distribution Center,56.21,56.21,C,1,57,33.3,5,17,US PL Ontario Factory,"Riverside, CA",shipper,medium
2654,Lakeland Cold Storage,56.21,56.21,C,1,57,33.3,5,17,US PL Zephyrhills Factory,"Lakeland, FL",shipper,medium
2655,BareBones Furniture Distribution Warehouse,56.21,56.21,C,1,57,33.3,5,17,US PL Saratoga Spring Factory,"Queensbury, NY",shipper,medium
2656,Fresh Pop'd Popcorn Company Distribution Center,56.21,56.21,C,1,57,33.3,5,17,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
2657,Hexsnacks,56.21,56.21,C,1,57,33.3,5,17,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2658,Amazon Fulfilment Center SCK1,56.21,56.21,A,1,24,93.3,5,42.8,US PL Sacramento Factory,"Stockton, CA",shipper,medium
2659,Amazon MCO5,56.18,56.18,A,1,35,93.3,3,31.6,US PL Zephyrhills Factory,"Davenport, FL",shipper,medium
2660,Amazon MCO4,56.18,56.18,A,1,35,93.3,3,31.6,US PL Zephyrhills Factory,"Davenport, FL",shipper,medium
2661,Kllm Lancaster Yard,56.15,56.15,D,1,75,0,5,8.7,US PL Dallas 2 Factory,"Lancaster, TX",shipper,low
2662,Elco Precision Machining,56.15,56.15,D,1,75,0,5,8.7,US PL Poland Spring Factory,"Lewiston, ME",shipper,low
2663,Sherwin-Williams Florida Distribution Center,56.12,56.12,A,1,35,93.3,3,31.7,US PL Zephyrhills Factory,"Winter Haven, FL",shipper,high
2664,Amazon MCO9,56.12,56.12,A,1,35,93.3,3,31.7,US PL Zephyrhills Factory,"Davenport, FL",shipper,medium
2665,Dean Warehouse,56.1,53.85,C,2,57,33.3,5,17.1,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2666,"Rounders Logistics, LLC",56.1,56.1,C,1,57,33.3,5,17.1,US PL Zephyrhills Factory,"Lakeland, FL",3pl,medium
2667,Anita's Mexican Foods Corporation,56.1,56.1,C,1,57,33.3,5,17.1,US PL Ontario Factory,"San Bernardino, CA",shipper,low
2668,USPS North Texas Processing & Distribution Center,56.08,56.08,C,1,54,37.3,5,18.3,US PL Dallas 2 Factory,"Coppell, TX",shipper,medium
2669,SCK4 Amazon (IXD),56.03,56.03,A,1,24,93.3,5,43.2,US PL Sacramento Factory,"Stockton, CA",shipper,medium
2670,"Manchester Terminal, LLC.",56.02,56.02,D,1,75,0,5,8.8,US PL S Houston Factory,"Houston, TX",shipper,medium
2671,DFW Distribution,56,56,C,1,56,33.3,5,17.2,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
2672,Portabull Cold Storage,56,56,C,1,56,33.3,5,17.2,US PL S Houston Factory,"Houston, TX",shipper,medium
2673,"WebstaurantStore Distribution Center - Baytown, TX",56,56,C,1,56,33.3,5,17.2,US PL Pasadena Factory,"Baytown, TX",shipper,medium
2674,Sagamore Food Pantry - Food Distribution Center,56,56,C,1,56,33.3,5,17.2,US PL Hollis Factory,"Portland, ME",shipper,medium
2675,Lucky 7 Logistics LLC,56,56,C,1,56,33.3,5,17.2,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
2676,Box Truxx Courier-Delivery-Crossdock,56,56,C,1,56,33.3,5,17.2,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2677,Dandee Foods,56,43.65,C,2,56,33.3,5,17.2,US PL Zephyrhills Factory,"Lakeland, FL",shipper,low
2678,El Capitan Foods,56,56,C,1,56,33.3,5,17.2,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2679,Touchdown Logistics LLC,55.99,55.99,C,1,67,33.3,3,11.9,US PL Zephyrhills Factory,"Wesley Chapel, FL",3pl,medium
2680,Save-A-Lot Distribution Center,55.9,55.9,C,1,56,33.3,5,17.3,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2681,Ashley Furniture Industries Manufacturing and Distribution Center,55.9,55.9,C,1,56,33.3,5,17.3,US PL Allentown NPL Factory,"Leesport, PA",shipper,medium
2682,Sysco Baraboo - Food Distributor & Restaurant Supplies,55.9,55.9,A,1,31,100,3,35.4,US PL Madison Factory,"Baraboo, WI",shipper,medium
2683,"PAM Transport Inc. Irving,TX Terminal",55.88,55.88,D,1,74,0,5,8.9,US PL Dallas 2 Factory,"Irving, TX",carrier,medium
2684,"AllTrans Terminal Companies, LLC",55.88,55.41,D,2,74,0,5,8.9,US PL S Houston Factory,"Houston, TX",shipper,medium
2685,AJJ 24hr Cross Docking,55.88,55.88,D,1,74,0,5,8.9,US PL Ontario Factory,"Fontana, CA",shipper,low
2686,Millard Refrigerated Services,55.88,55.88,D,1,74,0,5,8.9,US DC NFI - Breinigsville,"Allentown, PA 18104, USA",shipper,low
2687,Stoughton Logistics LLC,55.87,55.87,C,1,67,33.3,3,12,US PL Madison Factory,"Stoughton, WI",3pl,medium
2688,Dallas Manufacturing Co,55.81,55.81,C,1,60,26.7,5,15.5,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
2689,Flooring Warehouse,55.79,38.36,C,2,56,33.3,5,17.4,US PL Saratoga Spring Factory,"South Glens Falls, NY",shipper,medium
2690,Cross dock,55.79,26.08,C,9,56,33.3,5,16.4,US PL Dallas 2 Factory,"Fort Worth, TX",shipper,medium
2691,A&R LOGISTICS LLC,55.79,55.79,C,1,56,33.3,5,17.4,US PL Ontario Factory,"Colton, CA",3pl,medium
2692,Morehouse Foods Inc,55.79,55.79,C,1,56,33.3,5,17.4,US PL Ontario Factory,"City of Industry, CA",shipper,low
2693,Santa Barbara Freight Corp,55.79,55.79,C,1,56,33.3,5,17.4,US PL Dallas 2 Factory,"Carrollton, TX",shipper,low
2694,Dart Transit Company,55.75,55.75,D,1,74,0,5,9,US PL Dallas 2 Factory,"Lancaster, TX",shipper,low
2695,Best Overnite,55.75,55.75,D,1,74,0,5,9,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
2696,DHE Dependable Highway Express Sacramento,55.75,55.75,D,1,74,0,5,9,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
2697,FedEx Ground Ocala,55.7,55.7,A,1,19,100,5,49.1,US PL High Springs Factory,"Ocala, FL",parcel,medium
2698,Finch Paper Shipping Warehouse,55.69,55.69,C,1,56,33.3,5,17.5,US PL Saratoga Spring Factory,"Glens Falls, NY",shipper,medium
2699,Wasserstrom Allentown Distribution Center,55.69,55.69,C,1,56,33.3,5,17.5,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,medium
2700,Edwards Warehouse Co,55.69,55.19,C,2,56,33.3,5,17.5,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
2701,Epic Bottling LLC,55.69,55.69,C,1,56,33.3,5,17.5,US PL Dallas 2 Factory,"Coppell, TX",shipper,medium
2702,Tampa Maid Foods Inc,55.69,55.69,C,1,56,33.3,5,17.5,US PL Zephyrhills Factory,"Lakeland, FL",shipper,low
2703,Marjon Specialty Foods Inc,55.69,55.69,C,1,56,33.3,5,17.5,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2704,Wolverine Distribution,55.62,55.62,C,1,67,33.3,3,12.2,US PL Cabazon Factory,"Beaumont, CA",shipper,medium
2705,"Terminal Frame & Collision, Inc",55.61,55.61,D,1,74,0,5,9.1,US PL Sacramento Factory,"West Sacramento, CA",shipper,medium
2706,QFS Transportation- Terminal 150,55.61,51.77,D,2,74,0,5,9.1,US PL S Houston Factory,"Houston, TX",shipper,medium
2707,Top Express LLC,55.61,55.61,D,1,74,0,5,9.1,US PL Sacramento Factory,"North Highlands, CA",shipper,low
2708,Domalgo Corporation,55.61,55.61,D,1,74,0,5,9.1,US DC NFI - Breinigsville,"Allentown, PA",shipper,low
2709,Millennium Manufacturing; A Bracalente Manufacturing Group Company,55.59,55.59,C,1,59,26.7,5,15.7,US DC NFI - Breinigsville,"Quakertown, PA",shipper,medium
2710,Accutek Packaging Machinery,55.59,55.59,C,1,59,26.7,5,15.7,US PL Dallas 2 Factory,"Irving, TX",shipper,low
2711,Evo Logistics,55.59,55.59,C,1,56,33.3,5,17.6,US PL Dallas 2 Factory,"Grapevine, TX",3pl,medium
2712,Mattress Firm Maine Warehouse,55.59,55.59,C,1,56,33.3,5,17.6,US PL Hollis Factory,"South Portland, ME",shipper,medium
2713,I-House Cold Storage,55.59,55.59,C,1,56,33.3,5,17.6,US PL Ontario Factory,"City of Industry, CA",shipper,medium
2714,DDC LOGISTICS INC,55.59,55.59,C,1,56,33.3,5,17.6,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
2715,GLCCB REYES Coca-Cola Bottling Company: Grand Rapids Sales Center,55.53,55.53,A,1,19,100,5,49.6,US PL Mecosta Factory,"Grand Rapids, MI",shipper,high
2716,Conagra Brands - Russellville,55.52,55.52,A,1,23,93.3,5,44.4,US PL Hot Springs Factory,"Russellville, AR",shipper,medium
2717,The Salvation Army - Lansing Distribution Center,55.49,39.57,C,4,55,33.3,5,17.7,US PL Saratoga Spring Factory,"Glens Falls, NY",shipper,medium
2718,Logistics Credit Repair LLC,55.49,55.49,C,1,55,33.3,5,17.7,US PL Zephyrhills Factory,"Plant City, FL",3pl,medium
2719,"Challenger Freight Systems, Inc.",55.49,55.49,C,1,55,33.3,5,17.7,US PL Dallas 2 Factory,"Grapevine, TX",shipper,low
2720,Aegle Nutrition,55.49,55.49,C,1,55,33.3,5,17.7,US PL Dallas 2 Factory,"Carrollton, TX",shipper,low
2721,Coca-Cola Vending,55.49,55.49,A,1,19,100,5,49.7,US PL Mecosta Factory,"Grand Rapids, MI",shipper,medium
2722,3P Industries,55.47,55.47,D,1,74,0,5,9.2,US PL Hawkins Factory,"Tyler, TX",shipper,low
2723,SPi Global,55.47,55.47,D,1,74,0,5,9.2,US PL Poland Spring Factory,"Lewiston, ME",shipper,low
2724,Rio Ranch Warehouse,55.4,55.4,C,1,53,37.3,5,19,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2725,Atwoods Distribution Center,55.39,55.39,C,1,55,33.3,5,17.8,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2726,Xcel Fulfillment,55.39,55.39,C,1,55,33.3,5,17.8,US PL Dallas 2 Factory,"Grapevine, TX",3pl,medium
2727,Chiquita Fresh Distribution Center,55.39,55.39,C,1,55,33.3,5,17.8,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,medium
2728,Sysco Grand Rapids - Food Distributor & Restaurant Supplies,55.35,55.35,A,1,19,100,5,50.1,US PL Mecosta Factory,"Grand Rapids, MI",shipper,medium
2729,West Side Transport - Indianapolis Indiana,55.34,55.34,D,1,73,0,5,9.3,US PL Greenwood Indiana,"Indianapolis, IN",carrier,low
2730,Express Refrigeration,55.34,55.34,D,1,73,0,5,9.3,US PL Sacramento Factory,"Sacramento, CA",shipper,low
2731,"HL Distribution, Grapevine",55.29,55.29,C,1,55,33.3,5,17.9,US PL Dallas 2 Factory,"Grapevine, TX",shipper,medium
2732,SUNGISTIX - Smart 3PL Fulfillment & Warehousing,55.29,55.29,C,1,55,33.3,5,17.9,US PL Ontario Factory,"Riverside, CA",3pl,medium
2733,Cold Storage Maintenance,55.29,55.29,C,1,55,33.3,5,17.9,US PL Dallas 2 Factory,"Forest Hill, TX",shipper,medium
2734,Mercury Cold Storage,55.29,55.29,C,1,55,33.3,5,17.9,US PL Zephyrhills Factory,"Dover, FL",shipper,medium
2735,Tampa Bay Foods Inc.,55.29,55.29,C,1,55,33.3,5,17.9,US PL Zephyrhills Factory,"Dover, FL",shipper,low
2736,Indiana Deli Provisions Inc,55.29,55.29,C,1,55,33.3,5,17.9,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2737,Axium Packaging - PA Plant,55.27,55.27,C,1,59,26.7,5,16,US DC NFI - Breinigsville,"Bethlehem, PA",shipper,medium
2738,Trinity Oaks Tyler,55.26,55.26,D,1,62,20,5,14.2,US PL Hawkins Factory,"Tyler, TX",shipper,low
2739,Westrock Coffee Company - Roasting & Manufacturing,55.26,53.76,A,2,26,86.7,5,40.5,US PL Hot Springs 2 Factory,"North Little Rock, AR",shipper,high
2740,KSD Inc,55.25,55.25,D,1,84,0,3,5.2,US PL Cabazon Factory,"Banning, CA",shipper,low
2741,Transport Management Consultants,55.21,55.21,D,1,73,0,5,9.4,US PL S Houston Factory,"Houston, TX",carrier,low
2742,MS Warehousing,55.21,55.21,D,1,73,0,5,9.4,US PL S Houston Factory,"Houston, TX",3pl,low
2743,Sunrise MFG INC,55.21,55.21,D,1,73,0,5,9.4,US PL Sacramento Factory,"Gold River, CA",shipper,low
2744,Colden Corporation,55.21,55.21,D,1,73,0,5,9.4,US PL Saratoga Spring Factory,"Ballston Lake, NY",shipper,low
2745,Sherwin-Williams Manufacturing Plant,55.19,44.15,A,5,33,93.3,3,33.2,US PL Dallas 2 Factory,"Ennis, TX",shipper,high
2746,CJ LOGISTICS-BETLEHEM,55.18,55.18,C,1,55,33.3,5,18,US DC NFI - Breinigsville,"Bethlehem, PA",3pl,medium
2747,Logistics Team,55.18,55.18,C,1,55,33.3,5,18,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
2748,P + P Manufacturing,55.18,55.18,C,1,55,33.3,5,18,US PL Hollis Factory,"Portland, ME",shipper,medium
2749,Saint Mary's Church - Food Distribution Center,55.18,55.18,C,1,55,33.3,5,18,US PL Saratoga Spring Factory,"Glens Falls, NY",shipper,medium
2750,TIF Worldwide Logistics,55.18,55.18,C,1,55,33.3,5,18,US PL High Springs Factory,"Gainesville, FL",3pl,medium
2751,TNN Manufacturing Co Inc,55.16,55.16,C,1,58,26.7,5,16.1,US PL S Houston Factory,"Houston, TX",shipper,medium
2752,The Umbrella Factory Supermarket,55.15,55.15,C,1,64,37.3,3,13.6,US PL Poland Spring Factory,"Naples, ME",shipper,low
2753,Sun Prairie Cold Storage,55.14,55.14,C,1,66,33.3,3,12.6,US PL Madison Factory,"Sun Prairie, WI",shipper,medium
2754,Local Source Foods,55.14,55.14,C,1,66,33.3,3,12.6,US PL Madison Factory,"Sun Prairie, WI",shipper,low
2755,CDS Logistics Reading,55.08,55.08,C,1,55,33.3,5,18.1,US PL Allentown NPL Factory,"Reading, PA",3pl,medium
2756,Allagash Brewing Warehouse,55.08,55.08,C,1,55,33.3,5,18.1,US PL Hollis Factory,"Portland, ME",shipper,medium
2757,Distribution Services,55.08,39.17,C,7,55,33.3,5,12.1,US PL Saratoga Spring Factory,"Waterford, NY",shipper,medium
2758,Elite Sportswear Distribution Center,55.08,55.08,C,1,55,33.3,5,18.1,US PL Allentown NPL Factory,"Reading, PA",shipper,medium
2759,San Bernardino County Public Health Warehouse,55.08,55.08,C,1,55,33.3,5,18.1,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2760,Greg Beeche Logistics,55.08,55.08,C,1,55,33.3,5,18.1,US PL Saratoga Spring Factory,"Waterford, NY",3pl,medium
2761,"Mechanicville Area Community Services Center, Inc. - Food Distribution Center",55.02,55.02,C,1,65,33.3,3,12.7,US PL Saratoga Spring Factory,"Mechanicville, NY",shipper,medium
2762,HomeGoods Distribution Center,54.98,50.84,C,3,55,33.3,5,18.2,US PL S Houston Factory,"Houston, TX",shipper,medium
2763,Rooms To Go Distribution Center,54.98,54.98,C,1,55,33.3,5,18.2,US PL Zephyrhills Factory,"Lakeland, FL",shipper,medium
2764,EL PAISANO WAREHOUSE,54.98,54.98,C,1,55,33.3,5,18.2,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
2765,LS Partners Logistics,54.98,54.98,C,1,55,33.3,5,18.2,US PL Ontario Factory,"San Bernardino, CA",3pl,medium
2766,"Hacienda Foods Distribution, Inc.",54.98,54.98,C,1,55,33.3,5,18.2,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2767,FREITTY Cross-Dock San Bernardino,54.98,54.98,C,1,55,33.3,5,18.2,US PL Ontario Factory,"San Bernardino, CA",shipper,low
2768,Consolidated Mills Inc,54.98,54.98,C,1,55,33.3,5,18.2,US PL S Houston Factory,"Houston, TX",shipper,low
2769,Savor Street Foods Inc,54.98,54.98,C,1,55,33.3,5,18.2,US PL Allentown NPL Factory,"Reading, PA",shipper,low
2770,Coastal Foods Inc,54.98,54.98,C,1,55,33.3,5,18.2,US PL S Houston Factory,"Houston, TX",shipper,low
2771,Colton Truck Terminal Garage,54.94,54.94,C,1,58,26.7,5,16.3,US PL Ontario Factory,"Colton, CA",shipper,medium
2772,Diodes Incorporated: Manufacturing South Portland FAB,54.94,54.94,C,1,58,26.7,5,16.3,US PL Hollis Factory,"South Portland, ME",shipper,medium
2773,"Cole Industrial, Powered by Lehman Pipe & Supply",54.94,54.94,C,1,58,26.7,5,16.3,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2774,Slices Concession,54.94,54.94,C,1,58,26.7,5,16.3,US PL High Springs Factory,"Gainesville, FL",shipper,low
2775,Hormel Foods,54.92,54.92,A,1,40,100,1,27.6,US PL Ontario Factory,"Irvine, CA",shipper,medium
2776,Stater Bros Distribution Center,54.91,54.91,C,1,52,37.3,5,19.5,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2777,The Kitchen Coop,54.9,54.9,C,1,65,33.3,3,12.8,US PL Denver Factory,"Broomfield, CO",shipper,low
2778,Steve Bay Ranch,54.9,54.9,C,1,65,33.3,3,12.8,US PL Hawkins Factory,"Tyler, TX",shipper,low
2779,AGILITY LOGISTICS WORLD WIDE,54.88,54.88,C,1,54,33.3,5,18.3,US PL Ontario Factory,"Riverside, CA",3pl,medium
2780,Reddy Ice,54.88,44.07,C,2,54,33.3,5,18.3,US PL Dallas 2 Factory,"Farmers Branch, TX",shipper,medium
2781,Day n Night Logistics,54.88,54.88,C,1,54,33.3,5,18.3,US PL Ontario Factory,"Riverside, CA",3pl,medium
2782,Warren-Hamilton ACEO - Food Distribution Center,54.88,54.88,C,1,54,33.3,5,18.3,US PL Saratoga Spring Factory,"Glens Falls, NY",shipper,medium
2783,Havertys Distribution Center,54.88,54.88,C,1,54,33.3,5,18.3,US PL Zephyrhills Factory,"Lakeland, FL",shipper,medium
2784,Landis Logistics,54.88,54.88,C,1,54,33.3,5,18.3,US PL Allentown NPL Factory,"Reading, PA",3pl,medium
2785,Plum Group Foods,54.88,54.88,C,1,54,33.3,5,18.3,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
2786,Energy Freight Systems,54.88,54.88,C,1,54,33.3,5,18.3,US PL S Houston Factory,"Houston, TX",shipper,low
2787,Americold Logistics Russellville 324,54.85,54.85,A,1,23,90.7,5,44.1,US PL Hot Springs Factory,"Russellville, AR",3pl,high
2788,Kerry Plant City,54.84,54.84,C,1,58,26.7,5,16.4,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2789,Portage Plastics Corporation,54.84,54.84,C,1,58,26.7,5,16.4,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2790,Smurfit Westrock Columbus Container Plant,54.83,54.83,A,1,36,86.7,3,30.6,US PL Greenwood Indiana,"Columbus, IN",shipper,high
2791,BTC Terminal,54.81,54.81,D,1,72,0,5,9.7,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
2792,ReadySpaces,54.81,54.81,D,1,72,0,5,9.7,US PL S Houston Factory,"Houston, TX",shipper,low
2793,McKinley Paper & Packaging,54.81,54.81,C,1,61,20,5,14.6,US PL Dallas 2 Factory,"Lancaster, TX",shipper,low
