Rank,Composite,Proximity,Fit %,Density,Distance (mi),Nearest Primo Site,Tier,Segment,Confidence,Name,Account,"City, State",Vertical,Enterprise,Network,Corridor,Address
7129,19.87,22,26.7,0,46,US PL McBee Factory,D,shipper,low,Sylvamo Eastover Mill,,"Eastover, SC",20,0,0,"Columbia, SC","4001 McCords Ferry Rd, Eastover, SC 29044, USA"
7130,19.85,18,33.3,0,51.6,US PL Sacramento Factory,C,shipper,medium,Ryan Mobile Bottling,,"Napa, CA",25,0,0,"Sacramento, CA","1370 Trancas St #121, Napa, CA 94558, USA"
7131,19.85,18,33.3,0,51.6,US PL High Springs Factory,C,3pl,medium,Asset Logistics Inc,,"Middleburg, FL",25,0,0,"Jacksonville, FL","2423 Moon Harbor Way, Middleburg, FL 32068, USA"
7132,19.84,2,33.3,3,125.4,US PL Mecosta Factory,C,shipper,medium,"KC Cross-Dock , Warehouse",,"Livonia, MI",25,0,0,"Romulus, MI","31742 Enterprise Dr, Livonia, MI 48150, USA"
7133,19.82,18,33.3,0,51.7,US PL McBee Factory,C,shipper,medium,Icon warehouse Laurinburg,,"Laurinburg, NC",25,0,0,"Lumberton, NC","17301 Wagram Rd, Laurinburg, NC 28352, USA"
7134,19.82,5,26.7,3,89.1,US PL Hawkins Factory,D,shipper,medium,Gattefossé Manufacturing,,"Lufkin, TX",20,0,0,"Lufkin, TX","1010 East Park Avenue, Lufkin, TX 75901, USA"
7135,19.79,16,26.7,1,55,US PL Mecosta Factory,D,shipper,medium,Dow Auburn Manufacturing,,"Auburn, MI",20,0,0,"Saginaw, MI","5300 11 Mile Rd, Auburn, MI 48611, USA"
7136,19.79,16,26.7,1,55,US PL Hollis Factory,D,shipper,medium,Absolute Manufacturing,,"Hooksett, NH",20,0,0,"Auburn, ME","7B Eastpoint Dr Unit 106, Hooksett, NH 03106, USA"
7137,19.78,5,26.7,3,89.6,US PL Saratoga Spring Factory,D,shipper,medium,CRRC MA Manufacturing Facility,,"Springfield, MA",20,0,0,"Chicopee, MA","655 Page Blvd, Springfield, MA 01104, USA"
7138,19.74,12,33.3,1,63,US PL Hawkins Factory,C,shipper,medium,Tampico Bottling Company,,"Palestine, TX",25,0,0,"Palestine, TX","777 Willow Creek Pkwy, Palestine, TX 75801, USA"
7139,19.72,18,33.3,0,52,US PL Saratoga Spring Factory,C,3pl,medium,"VMS - Fulfillment, Assembly and Warehousing",,"West Rutland, VT",25,0,0,"West Rutland, VT","403 Sheldon Ave, West Rutland, VT 05777, USA"
7140,19.7,25,20,0,41.7,US PL McBee Factory,D,shipper,low,Cascades Moulded Pulp Inc,,"Rockingham, NC",15,0,0,"Hamlet, NC","112 Cascades Way, Rockingham, NC 28379, USA"
7141,19.7,9,0,5,73.8,US PL High Springs Factory,D,shipper,low,Trailer Bridge Inc,,"Jacksonville, FL",0,0,0,"Jacksonville, FL","5090 William Mills St, Jacksonville, FL 32226, USA"
7142,19.69,18,33.3,0,52.1,US PL Hawkins Factory,C,3pl,medium,J.H. Rose Logistics,,"Wills Point, TX",25,0,0,"Greenville, TX","9953 Shore Side Dr, Wills Point, TX 75169, USA"
7143,19.68,9,0,5,73.9,US PL High Springs Factory,D,shipper,low,"Jose Santiago, Inc.",,"Jacksonville, FL",0,0,0,"Jacksonville, FL","11084 Cabot Commerce Cir, Jacksonville, FL 32226, USA"
7144,19.68,9,0,5,73.9,US PL High Springs Factory,D,shipper,low,"Trailer Bridge, Inc",,"Jacksonville, FL",0,0,0,"Jacksonville, FL","10405 New Berlin Rd, Jacksonville, FL 32226, USA"
7145,19.68,1,33.3,3,131.8,US PL Mecosta Factory,C,3pl,medium,Fulex E-Commerce Fulfillment Warehouse,,"Warren, MI",25,0,0,"Romulus, MI","7300 Miller Dr, Warren, MI 48092, USA"
7146,19.67,8,0,5,74,US PL High Springs Factory,D,shipper,medium,First Coast Terminals,,"Jacksonville, FL",0,0,0,"Jacksonville, FL","5250 William Mills St, Jacksonville, FL 32226, USA"
7147,19.67,8,0,5,74,US PL High Springs Factory,D,shipper,low,"FlexCold - Jacksonville, FL",,"Jacksonville, FL",0,0,0,"Jacksonville, FL","2920 Faye Road, Jacksonville, FL 32226, USA"
7148,19.65,16,26.7,1,55.5,US PL Allentown NPL Factory,D,shipper,medium,"Millwood, Inc. (Barrington) - Pallet Manufacturing Facility",,"Barrington, NJ",20,0,0,"Allentown, PA","1 Commerce Dr #3, Barrington, NJ 08007, USA"
7149,19.65,8,0,5,74.1,US PL High Springs Factory,D,shipper,low,"FlexCold - Jacksonville, FL",,"Jacksonville, FL",0,0,0,"Jacksonville, FL","2971 Faye Road, Jacksonville, FL 32226, USA"
7150,19.63,21,26.7,0,46.6,US PL Greenwood Indiana,D,shipper,medium,"AAM Metal Forming | North Vernon Manufacturing Facility",,"North Vernon, IN",20,0,0,"North Vernon, IN","3100 N. State Hwy #3, North Vernon, IN 47265, USA"
7151,19.62,17,33.3,0,52.3,US PL Hollis Factory,D,3pl,medium,FBG Logistics,,"Franklin, NH",25,0,0,"Laconia, NH","70 Industrial Park Dr, Franklin, NH 03235, USA"
7152,19.62,17,33.3,0,52.3,US PL Saratoga Spring Factory,C,shipper,low,Onvo,,"Canaan, NY",25,0,0,"Saratoga Springs, NY","12816 NY-22, Canaan, NY 12029, USA"
7153,19.6,1,33.3,3,135.7,US PL Mecosta Factory,D,shipper,low,Midwest Freight Systems Corp,,"Warren, MI",25,0,0,"Romulus, MI","21900 Hoover Rd, Warren, MI 48089, USA"
7154,19.59,1,33.3,3,136.3,US PL Mecosta Factory,C,shipper,low,PM Crossdock Detroit,,"Hamtramck, MI",25,0,0,"Romulus, MI","13400 Girardin St, Hamtramck, MI 48212, USA"
7155,19.59,1,33.3,3,136.3,US PL Mecosta Factory,C,shipper,low,FREITTY Cross-Dock Detroit,,"Hamtramck, MI",25,0,0,"Romulus, MI","13400 Girardin St Unit B, Hamtramck, MI 48212, USA"
7156,19.56,19,0,3,49.5,US PL Allentown NPL Factory,D,shipper,low,United Airlines Cargo,,"Philadelphia, PA",0,0,0,"Allentown, PA","C-4, Philadelphia, PA 19153, USA"
7157,19.56,17,33.3,0,52.5,US PL Saratoga Spring Factory,C,3pl,medium,Outward Bound Courier Logistics,,"Dalton, MA",25,0,0,"Dalton, MA","7 Park Terrace, Dalton, MA 01226, USA"
7158,19.56,16,26.7,1,55.8,US PL Dallas 2 Factory,C,shipper,low,FREZ-n-STOR Greenville,,"Greenville, TX",20,0,0,"Greenville, TX","5500 Industrial Dr, Greenville, TX 75401, USA"
7159,19.54,12,33.3,1,63.9,US DC NFI - Breinigsville,D,shipper,low,FREITTY Cross-Dock East Brunswick,,"East Brunswick, NJ",25,0,0,"Allentown, PA","25a Cotters Ln unit b, East Brunswick, NJ 08816, USA"
7160,19.53,17,33.3,0,52.6,US PL S Houston Factory,D,shipper,medium,Cold Storage Construction Inc,,"Montgomery, TX",25,0,0,"Montgomery, TX","10611 Commerce Row #250, Montgomery, TX 77356, USA"
7161,19.5,8,0,5,75.1,US PL High Springs Factory,D,shipper,medium,Dames Point Marine Terminal,,"Jacksonville, FL",0,0,0,"Jacksonville, FL","9620 Dave Rawls Blvd, Jacksonville, FL 32226, USA"
7162,19.49,12,33.3,1,64.1,US DC NFI - Breinigsville,C,shipper,low,CrossDock Connect,,"East Brunswick, NJ",25,0,0,"Allentown, PA","35 Cotters Ln Unit C, East Brunswick, NJ 08816, USA"
7163,19.48,15,26.7,1,56.1,US PL Allentown NPL Factory,D,shipper,low,Bayshore Truck Center Parts and Service,,"New Castle, DE",20,0,0,"Allentown, PA","520 Terminal Ave, New Castle, DE 19720, USA"
7164,19.46,17,33.3,0,52.8,US PL Hawkins Factory,D,3pl,medium,Truck Commander Logistics,,"Cumby, TX",25,0,0,"Cumby, TX","215 E. I-30 N Service Rd., 210 E Interstate 30 Service Rd, Cumby, TX 75433, USA"
7165,19.43,12,33.3,1,64.4,US PL Sacramento Factory,C,shipper,medium,Cold Storage,,"Modesto, CA",25,0,0,"Stockton, CA","500 7th St, Modesto, CA 95354, USA"
7166,19.4,21,26.7,0,47.2,US PL Allentown NPL Factory,D,shipper,medium,Butler Manufacturing,,"Annville, PA",20,0,0,"Allentown, PA","400 N Weaber St, Annville, PA 17003, USA"
7167,19.4,17,33.3,0,53,US PL Hot Springs Factory,C,shipper,low,Eight Mile,,"Conway, AR",25,0,0,"Conway, AR","618 US-64, Conway, AR 72032, USA"
7168,19.37,21,26.7,0,47.3,US PL Saratoga Spring Factory,D,shipper,medium,WheelPad Manufacturing Facility,,"Wilmington, VT",20,0,0,"Wilmington, VT","211 VT-9, Wilmington, VT 05363, USA"
7169,19.37,17,33.3,0,53.1,US PL Zephyrhills Factory,C,shipper,medium,Peace River Cold Storage,,"Frostproof, FL",25,0,0,"Frostproof, FL","100 E 7th St, Frostproof, FL 33843, USA"
7170,19.37,17,33.3,0,53.1,US PL Hawkins Factory,C,3pl,medium,All-Lanes Logistics,,"Jefferson, TX",25,0,0,"Jefferson, TX","2216 E Prospect Rd, Jefferson, TX 75657, USA"
7171,19.36,12,33.3,1,64.7,US PL McBee Factory,C,shipper,medium,Fabric Warehouse,,"Concord, NC",25,0,0,"Charlotte, NC","1851 Warren Coleman Blvd, Concord, NC 28025, USA"
7172,19.32,4,26.7,3,95,US PL Mecosta Factory,D,shipper,medium,Summit Polymers (Plant One),,"Portage, MI",20,0,0,"Kalamazoo, MI","4750 Executive Dr, Portage, MI 49002, USA"
7173,19.28,11,33.3,1,65.1,US DC Hot Springs (WHSE),C,shipper,medium,Johnson's Warehouse Showroom-Pine Bluff,,"Pine Bluff, AR",25,0,0,"Pine Bluff, AR","2915 Market St, Pine Bluff, AR 71601, USA"
7174,19.25,19,0,3,50.4,US PL Allentown NPL Factory,D,shipper,medium,Packer Avenue Marine Terminal Port,,"Philadelphia, PA",0,0,0,"Allentown, PA","3301 S Christopher Columbus Blvd, Philadelphia, PA 19148, USA"
7175,19.25,19,0,3,50.4,US PL Mecosta Factory,D,carrier,medium,Transport services terminal,,"Midland, MI",0,0,0,"Saginaw, MI","1901 Salzburg Rd, Midland, MI 48640, USA"
7176,19.24,11,33.3,1,65.3,US PL Zephyrhills Factory,C,shipper,low,Garland Food,,"Sanford, FL",25,0,0,"Deltona, FL","407 Central Park Dr, Sanford, FL 32771, USA"
7177,19.18,17,33.3,0,53.7,US PL McBee Factory,D,3pl,medium,ADG Logistics Inc,,"Charlotte, NC",25,0,0,"Charlotte, NC","7427 Matthews-Mint Hill Rd Suite 105 Box #352, Charlotte, NC 28227, USA"
7178,19.15,17,33.3,0,53.8,US PL Greenwood Indiana,D,3pl,medium,Thrive Market Fulfillment Center,,"Batesville, IN",25,0,0,"Batesville, IN","1736 Lammers Pike, Batesville, IN 47006, USA"
7179,19.14,15,26.7,1,57.3,US PL High Springs Factory,D,shipper,medium,Fox Manufacturing,,"Green Cove Springs, FL",20,0,0,"Jacksonville, FL","965 Bunker Ave, Green Cove Springs, FL 32043, USA"
7180,19.13,29,0,1,36.8,US PL Greenwood Indiana,D,shipper,low,Carter Express Inc,,"Anderson, IN",0,0,0,"Anderson, IN","4020 W 73rd St, Anderson, IN 46011, USA"
7181,19.13,11,33.3,1,65.8,US DC Hot Springs (WHSE),C,3pl,medium,Wagner Logistics,,"Pine Bluff, AR",25,0,0,"Pine Bluff, AR","4104 Emmett Sanders Rd, Pine Bluff, AR 71601, USA"
7182,19.09,11,33.3,1,66,US PL Mecosta Factory,C,shipper,medium,Michigan Sugar Warehouse,,"Bay City, MI",25,0,0,"Saginaw, MI","701-999 McGraw St, Bay City, MI 48708, USA"
7183,19.05,18,0,3,51,US PL Allentown NPL Factory,D,shipper,medium,Gloucester City Terminal - Holt,,"Gloucester City, NJ",0,0,0,"Allentown, PA","160 Essex St, Gloucester City, NJ 08030, USA"
7184,19.05,11,33.3,1,66.2,US PL Sacramento Factory,D,shipper,medium,"Cold Storage Manufacturing, Inc.",,"Modesto, CA",25,0,0,"Stockton, CA","1401 S 7th St, Modesto, CA 95351, USA"
7185,19.03,16,33.3,0,54.2,US PL Saratoga Spring Factory,D,shipper,medium,"Vermont Foodbank, Regional Distribution Center",,"Rutland, VT",25,0,0,"West Rutland, VT","92 Park St, Rutland, VT 05701, USA"
7186,19.03,16,33.3,0,54.2,US PL Greenwood Indiana,D,3pl,medium,"Bengal Empire Cross Docking, Pick Up/ Delivery and Third Party Logistics",,"Muncie, IN",25,0,0,"Muncie, IN","3921 S Cowan Rd, Muncie, IN 47302, USA"
7187,19.02,29,0,1,37,US PL Poland Spring Factory,D,shipper,low,Coastal Boatworks Inc & Storage,,"Newcastle, ME",0,0,0,"Auburn, ME","1155 US-1, Newcastle, ME 04553, USA"
7188,19.01,18,0,3,51.1,US PL Mecosta Factory,D,shipper,low,Coopersville Storage,,"Coopersville, MI",0,0,0,"Grand Rapids, MI","434 64th Ave N, Coopersville, MI 49404, USA"
7189,19,16,33.3,0,54.3,US PL McBee Factory,D,shipper,medium,Blenheim Bottling,,"Hamer, SC",25,0,0,"Hamer, SC","Unnamed Rd, Hamer, SC 29547, USA"
7190,18.99,20,26.7,0,48.3,US PL Hawkins Factory,D,shipper,medium,Champion Homes Manufacturing Facility,,"Athens, TX",20,0,0,"Athens, TX","3401 State Hwy 31 W, Athens, TX 75751, USA"
7191,18.98,18,0,3,51.2,US PL Mecosta Factory,D,shipper,low,Prestige Storage – Muskegon (East Apple Avenue),,"Muskegon, MI",0,0,0,"Grand Rapids, MI","5483 E Apple Ave, Muskegon, MI 49442, USA"
7192,18.96,20,26.7,0,48.4,US PL Hawkins Factory,D,shipper,medium,Forza Manufacturing,,"Mabank, TX",20,0,0,"Mabank, TX","1510 County Rd 2816, Mabank, TX 75147, USA"
7193,18.95,18,0,3,51.3,US PL Mecosta Factory,D,carrier,low,CORE48 Transport,,"Coopersville, MI",0,0,0,"Grand Rapids, MI","411 64th Ave N, Coopersville, MI 49404, USA"
7194,18.94,16,33.3,0,54.5,US PL Hawkins Factory,C,shipper,medium,Cherokee Warehouse,,"Rusk, TX",25,0,0,"Rusk, TX","1945 Dickinson Dr, Rusk, TX 75785, USA"
7195,18.93,11,33.3,1,66.8,US PL McBee Factory,C,shipper,medium,SpartanNash Distribution Center,,"Lumberton, NC",25,0,0,"Lumberton, NC","121 Cold Storage Rd, Lumberton, NC 28360, USA"
7196,18.92,29,0,1,37.2,US PL Mecosta Factory,D,shipper,low,Prestige Storage – Kent City,,"Kent City, MI",0,0,0,"Grand Rapids, MI","339 W Muskegon St, Kent City, MI 49330, USA"
7197,18.91,11,33.3,1,66.9,US PL McBee Factory,C,shipper,low,CrossDock Connect,,"Lexington, SC",25,0,0,"Columbia, SC","1020 Industrial Ct, Lexington, SC 29072, USA"
7198,18.85,18,0,3,51.6,US PL Mecosta Factory,D,shipper,low,Big Big Triple AAA Storage,,"Muskegon, MI",0,0,0,"Grand Rapids, MI","1825 S Wolf Lake Rd, Muskegon, MI 49442, USA"
7199,18.85,14,26.7,1,58.4,US PL Zephyrhills Factory,D,shipper,medium,Townley Engineering & Manufacturing Company,,"Candler, FL",20,0,0,"Ocala, FL","10551 SE 110th Street Rd, Candler, FL 32111, USA"
7200,18.82,18,0,3,51.7,US PL Mecosta Factory,D,shipper,low,Prestige Storage – Muskegon (Apple Avenue),,"Muskegon, MI",0,0,0,"Grand Rapids, MI","5021 E Apple Ave, Muskegon, MI 49442, USA"
7201,18.82,18,0,3,51.7,US PL Mecosta Factory,D,shipper,low,"Luther Logistic Transportation, LLC",,"Coopersville, MI",0,0,0,"Grand Rapids, MI","50 64th Ave S, Coopersville, MI 49404, USA"
7202,18.77,14,26.7,1,58.7,US PL Zephyrhills Factory,D,shipper,medium,Southwind Manufacturing Services,,"Ocala, FL",20,0,0,"Ocala, FL","415 Cypress Rd, Ocala, FL 34472, USA"
7203,18.76,10,33.3,1,67.7,US PL Hollis Factory,C,shipper,medium,North Atlantic Cold Storage,,"Gloucester, MA",25,0,0,"Gloucester, MA","1 State Fish Pier, Gloucester, MA 01930, USA"
7204,18.74,34,0,0,32.3,US PL Sacramento Factory,D,shipper,low,Francis Distributing Inc.,,"Diamond Springs, CA",0,0,0,"Diamond Springs, CA","6188 Enterprise Dr D, Diamond Springs, CA 95619, USA"
7205,18.72,14,26.7,1,58.9,US PL Zephyrhills Factory,D,shipper,medium,Townley Engineering & Manufacturing Company,,"Ocala, FL",20,0,0,"Ocala, FL","365 Emerald Rd, Ocala, FL 34472, USA"
7206,18.68,16,33.3,0,55.4,US PL Saratoga Spring Factory,C,shipper,medium,Little Falls Distribution Center,,"Little Falls, NY",25,0,0,"Mohawk, NY","75 Riverside Industrial Pkwy, Little Falls, NY 13365, USA"
7207,18.68,16,33.3,0,55.4,US PL Hawkins Factory,D,3pl,medium,Dino's Transports & Logistics,,"Greenville, TX",25,0,0,"Greenville, TX","5620 FM2947, Greenville, TX 75402, USA"
7208,18.68,10,33.3,1,68.1,US PL Mecosta Factory,C,shipper,medium,SKECHERS Warehouse Outlet,,"Lansing, MI",25,0,0,"Lansing, MI","446 Frandor Ave, Lansing, MI 48912, USA"
7209,18.64,14,26.7,1,59.2,US PL Madison Factory,D,shipper,medium,Modern Advanced Manufacturing Plant #2,,"Rockford, IL",20,0,0,"Madison, WI","1222 Research Pkwy, Rockford, IL 61109, USA"
7210,18.64,10,33.3,1,68.3,US PL Sacramento Factory,C,shipper,low,Northside Food Company,,"Ceres, CA",25,0,0,"Stockton, CA","4140 Brew Master Dr, Ceres, CA 95307, USA"
7211,18.57,10,33.3,1,68.7,US PL Sacramento Factory,C,shipper,medium,Envision Cold Storage,,"Oakland, CA",25,0,0,"Hayward, CA","860 81st Ave, Oakland, CA 94621, USA"
7212,18.57,10,33.3,1,68.7,US PL Sacramento Factory,C,shipper,medium,Schaefer's Cold Storage,,"Oakland, CA",25,0,0,"Hayward, CA","9820 D St, Oakland, CA 94603, USA"
7213,18.56,16,33.3,0,55.8,US PL Madison Factory,C,3pl,medium,Badger Fulfillment Group Inc.,,"Harvard, IL",25,0,0,"Harvard, IL","13 Dogs Way, Harvard, IL 60033, USA"
7214,18.53,19,26.7,0,49.6,US PL McBee Factory,D,shipper,medium,International Process Plants & Equipment Corp. - IPP - Eastover,,"Eastover, SC",20,0,0,"Columbia, SC","2059 Congaree Rd, Eastover, SC 29044, USA"
7215,18.53,16,33.3,0,55.9,US PL Sacramento Factory,C,shipper,medium,California Freight (Ripon Terminal),,"Ripon, CA",25,0,0,"Stockton, CA","805 S Locust Ave, Ripon, CA 95366, USA"
7216,18.52,23,20,0,44.4,US PL McBee Factory,D,shipper,low,New Indy Container Board,,"Catawba, SC",15,0,0,"Charlotte, NC","5300 Cureton Ferry Rd, Catawba, SC 29704, USA"
7217,18.48,10,33.3,1,69.2,US PL Sacramento Factory,C,3pl,medium,Crafty Fulfillment Center,,"Oakland, CA",25,0,0,"Hayward, CA","3675 Alameda Ave B, Oakland, CA 94601, USA"
7218,18.45,28,0,1,38.1,US PL Kingfield Factory,D,shipper,low,Prime Power Solutions llc,,"Clinton, ME",0,0,0,"Auburn, ME","168 Mutton Ln, Clinton, ME 04927, USA"
7219,18.42,19,26.7,0,49.9,US PL Madison Factory,D,shipper,medium,Helgesen (Manufacturing Plant #2),,"Hartford, WI",20,0,0,"Beaver Dam, WI","1720 Innovation Way, Hartford, WI 53027, USA"
7220,18.39,28,0,1,38.2,US PL Kingfield Factory,D,shipper,low,Cooper-Weymouth Peterson Inc,,"Clinton, ME",0,0,0,"Auburn, ME","76 Hinckley Rd, Clinton, ME 04927, USA"
7221,18.39,15,33.3,0,56.4,US PL Madison Factory,C,shipper,medium,KJ Cold Storage,,"Muscoda, WI",25,0,0,"Muscoda, WI","555 S Howard Ave, Muscoda, WI 53573, USA"
7222,18.39,10,33.3,1,69.7,US PL Mecosta Factory,D,shipper,medium,The Salvation Army - Lansing Distribution Center,,"Lansing, MI",25,0,0,"Lansing, MI","3305 S Pennsylvania Ave, Lansing, MI 48910, USA"
7223,18.36,15,33.3,0,56.5,US PL Sacramento Factory,C,shipper,medium,Premier Mushrooms - Main Office & Cold Storage,,"Colusa, CA",25,0,0,"Colusa, CA","2880 Niagara Ave, Colusa, CA 95932, USA"
7224,18.36,15,33.3,0,56.5,US PL Kingfield Factory,C,shipper,medium,Pine Ridge Meat Processing,,"Dixmont, ME",25,0,0,"Dixmont, ME","4194 Kennebec Rd, Dixmont, ME 04932, USA"
7225,18.35,10,33.3,1,69.9,US PL McBee Factory,C,shipper,medium,United States Cold Storage,,"Lumberton, NC",25,0,0,"Lumberton, NC","2901 Kenny Biggs Rd, Lumberton, NC 28358, USA"
7226,18.31,33,0,0,33,US PL Mecosta Factory,D,shipper,low,Huhtamaki,,"Coleman, MI",0,0,0,"Clare, MI","5700 W Shaffer Rd, Coleman, MI 48618, USA"
7227,18.31,17,0,3,53.3,US PL Mecosta Factory,D,shipper,low,"Wolf Lake Farms, LLC",,"Fruitport, MI",0,0,0,"Grand Rapids, MI","6080 Jensen Rd, Fruitport, MI 49415, USA"
7228,18.28,15,33.3,0,56.8,US PL Sacramento Factory,D,shipper,medium,TKS Cold Storage MFG & Construction,,"Walnut Creek, CA",25,0,0,"Walnut Creek, CA","1117 Bont Ln, Walnut Creek, CA 94596, USA"
7229,18.22,13,26.7,1,60.9,US PL Zephyrhills Factory,D,shipper,low,Packaging Company LLC,,"Sarasota, FL",20,0,0,"Palmetto, FL","2314 Whitfield Industrial Way, Sarasota, FL 34243, USA"
7230,18.15,22,20,0,45.3,US PL Hot Springs Factory,D,shipper,low,Green Bay Packaging Inc - Pinecrest Lumber Division,,"Plumerville, AR",15,0,0,"Conway, AR","3610 US-64, Plumerville, AR 72127, USA"
7231,18.15,13,26.7,1,61.2,US PL High Springs Factory,D,shipper,medium,"UWS by Lippert, Plant 143 in Perry, FL",,"Perry, FL",20,0,0,"Perry, FL","606 Industrial Dr, Perry, FL 32348, USA"
7232,18.14,15,33.3,0,57.3,US PL Cabazon Factory,D,shipper,low,American Food Ingredients,,"Oceanside, CA",25,0,0,"Vista, CA","4021 Avenida De La Plata, Oceanside, CA 92056, USA"
7233,18.12,17,0,3,53.9,US PL Hollis Factory,D,shipper,low,WillScot,,"Salisbury, MA",0,0,0,"Auburn, ME","77 Bridge Rd, Salisbury, MA 01952, USA"
7234,18.12,9,33.3,1,71.2,US PL Mecosta Factory,C,shipper,medium,ABC Warehouse,,"Lansing, MI",25,0,0,"Lansing, MI","5744 S Pennsylvania Ave, Lansing, MI 48910, USA"
7235,18.09,9,33.3,1,71.4,US PL Hollis Factory,C,shipper,low,Oakmont Valley Group,,"Dracut, MA",25,0,0,"Auburn, ME","48 Chuck Dr, Dracut, MA 01826, USA"
7236,18.06,15,33.3,0,57.6,US PL Madison Factory,C,shipper,medium,True Value Distribution Center,,"Harvard, IL",25,0,0,"Harvard, IL","308 Division St, Harvard, IL 60033, USA"
7237,18.04,27,0,1,38.9,US PL McBee Factory,D,shipper,low,ECO CHESTER,,"Fort Lawn, SC",0,0,0,"Lancaster, SC","5948 Lancaster Hwy, Fort Lawn, SC 29714, USA"
7238,18.04,27,0,1,38.9,US PL Mecosta Factory,D,shipper,low,"Storage Control Systems, Inc.",,"Sparta, MI",0,0,0,"Grand Rapids, MI","100 Applewood Dr NW, Sparta, MI 49345, USA"
7239,18.03,16,0,3,54.2,US PL Dallas 2 Factory,D,shipper,low,ORBIS Corporation,,"Greenville, TX",0,0,0,"Greenville, TX","7121 Shelby Ave, Greenville, TX 75402, USA"
7240,18.01,13,26.7,1,61.8,US DC Hot Springs (WHSE),D,shipper,medium,Strong Manufacturing Co,,"White Hall, AR",20,0,0,"Pine Bluff, AR","2301 University Dr, White Hall, AR 71602, USA"
7241,18.01,13,26.7,1,61.8,US PL Hollis Factory,D,shipper,medium,New England Biolabs Manufacturing Facility,,"Rowley, MA",20,0,0,"Auburn, ME","428 Newburyport Turnpike, Rowley, MA 01969, USA"
7242,17.98,15,33.3,0,57.9,US PL Hot Springs Factory,C,shipper,medium,Mission Cold Storage,,"Lamar, AR",25,0,0,"Lamar, AR","3649 AR-359, Lamar, AR 72846, USA"
7243,17.96,14,33.3,0,58,US PL Greenwood Indiana,C,shipper,medium,MUNCIE COLD STORAGE INC,,"Muncie, IN 47303, USA",25,0,0,"Muncie, IN","Muncie, IN 47303, USA"
7244,17.92,9,33.3,1,72.4,US PL Sacramento Factory,C,shipper,medium,Cold Storage Manufacturing,,"Union City, CA",25,0,0,"Hayward, CA","740 Bradford Way, Union City, CA 94587, USA"
7245,17.92,9,33.3,1,72.4,US DC NFI - Breinigsville,D,shipper,low,CROSSDOCK LTL CANISI,,"Fairfield, NJ",25,0,0,"Allentown, PA","23 Commerce Rd UNIT E AND F, Fairfield, NJ 07004, USA"
7246,17.88,18,26.7,0,51.5,US PL Allentown Factory,D,shipper,medium,Intermetro Industries Manufacturing Facility,,"Wilkes-Barre, PA",20,0,0,"Pittston, PA","1101 N Washington St, Wilkes-Barre, PA 18705, USA"
7247,17.86,9,33.3,1,72.8,US PL McBee Factory,C,shipper,low,CrossDock Connect,,"Orangeburg, SC",25,0,0,"Orangeburg, SC","2630 St Matthews Rd NE, Orangeburg, SC 29118, USA"
7248,17.84,27,0,1,39.3,US PL McBee Factory,D,shipper,low,Northann Corp Headquarters,,"Fort Lawn, SC",0,0,0,"Lancaster, SC","2251 Catawba River Rd, Fort Lawn, SC 29714, USA"
7249,17.84,9,33.3,1,72.9,US PL Sacramento Factory,C,shipper,low,"New Horizon Foods, Inc.",,"Union City, CA",25,0,0,"Hayward, CA","33440 Western Ave, Union City, CA 94587, USA"
7250,17.84,9,33.3,1,72.9,US PL Mecosta Factory,C,shipper,low,Motembo Fine Foods LLC,,"Okemos, MI",25,0,0,"Lansing, MI","2853 Jolly Rd, Okemos, MI 48864, USA"
7251,17.84,5,20,3,88.9,US PL Hollis Factory,D,shipper,medium,Conley Container Terminal,,"South Boston, MA",15,0,0,"Auburn, ME","700 Summer St, South Boston, MA 02127, USA"
7252,17.83,14,33.3,0,58.5,US DC Hot Springs (WHSE),C,3pl,medium,Stacked Logistics,,"Pine Bluff, AR",25,0,0,"Pine Bluff, AR","5421 Industrial Dr S, Pine Bluff, AR 71602, USA"
7253,17.83,9,33.3,1,73,US PL Sacramento Factory,D,shipper,low,Shasta Beverages Inc,,"Hayward, CA",25,0,0,"Hayward, CA","26901 Industrial Blvd, Hayward, CA 94545, USA"
7254,17.81,9,33.3,1,73.1,US PL Madison Factory,D,3pl,medium,Fulfillment Specialists of Wisconsin,,"Sturtevant, WI",25,0,0,"Kenosha, WI","1515 Grandview Pkwy, Sturtevant, WI 53177, USA"
7255,17.8,12,26.7,1,62.7,US DC Hot Springs (WHSE),D,shipper,low,Hexion Specialty Chemicals,,"Hope, AR",20,0,0,"Hope, AR","185 N Industrial Dr, Hope, AR 71801, USA"
7256,17.79,27,0,1,39.4,US PL Kingfield Factory,D,shipper,low,Puritan Medical Products,,"Pittsfield, ME",0,0,0,"Newport, ME","206 Sas Dr, Pittsfield, ME 04967, USA"
7257,17.78,12,26.7,1,62.8,US PL Madison Factory,D,shipper,medium,"Hawk Research Laboratories, LLC - West Bend Manufacturing Plant",,"West Bend, WI",20,0,0,"Milwaukee, WI","910 Rusco Rd, West Bend, WI 53095, USA"
7258,17.76,4,41.3,1,94.4,US PL Cabazon Factory,C,shipper,low,Truck Net LLC,,"San Diego, CA",25,6,0,"San Diego, CA","8490 Avenida de la Fuente, San Diego, CA 92154, USA"
