Rank,Composite,Proximity,Fit %,Density,Distance (mi),Nearest Primo Site,Tier,Segment,Confidence,Name,Account,"City, State",Vertical,Enterprise,Network,Corridor,Address
132,91.97,90,90.7,5,3,US DC NFI - Breinigsville,A,3pl,medium,NFI,,"Allentown, PA",25,18,25,"Allentown, PA","7588 Penn Dr, Allentown, PA 18106, USA"
133,91.94,95,82.7,5,1.6,US PL Allentown NPL Factory,A,shipper,medium,Uline Shipping Supplies - X1,,"Alburtis, PA",25,22,15,"Allentown, PA","8449 Congdon Hill Dr, Alburtis, PA 18011, USA"
134,91.94,89,93.3,5,3.5,US PL Ontario Factory,A,3pl,high,Amazon Fulfillment Center Tours - LGB3 Eastvale,amazon,"Eastvale, CA",20,25,25,"Ontario, CA","4950 Goodman Wy, Eastvale, CA 91752, USA"
135,91.93,88,96,5,4,US DC Hot Springs (WHSE),A,3pl,high,Fastenal Fulfillment Center,,"Hot Springs, AR",25,22,25,"Little Rock, AR","767 Mid America Blvd, Hot Springs, AR 71913, USA"
136,91.87,85,100,5,4.8,US PL Ontario Factory,A,shipper,high,Coca-Cola Fontana Warehouse,coca-cola,"Fontana, CA",25,25,25,"Ontario, CA","13508 Marlay Ave, Fontana, CA 92337, USA"
137,91.78,89,93.3,5,3.6,US PL Dallas 2 Factory,A,shipper,high,Home Depot FDC Flatbed Distribution Center 5824,,"Dallas, TX",20,25,25,"Dallas, TX","9222 West Jefferson Boulevard, Dallas, TX 75211, USA"
138,91.78,89,93.3,5,3.6,US PL Ontario Factory,A,shipper,medium,Amazon,amazon,"Ontario, CA",20,25,25,"Ontario, CA","4707 Baker Ave, Ontario, CA 91761, USA"
139,91.77,94,82.7,5,1.7,US PL Dallas 2 Factory,A,shipper,medium,Danone North America,dannon,"Dallas, TX",25,22,15,"Dallas, TX","3333 Dan Morton Dr, Dallas, TX 75236, USA"
140,91.62,88,93.3,5,3.7,US PL Dallas 2 Factory,A,shipper,high,Home Depot Distribution Center,,"Dallas, TX",20,25,25,"Dallas, TX","9314 Jefferson Blvd, Dallas, TX 75211, USA"
141,91.62,88,93.3,5,3.7,US PL Dallas 2 Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Dallas, TX",20,25,25,"Dallas, TX","9222 Jefferson Blvd, Dallas, TX 75211, USA"
142,91.61,87,96,5,4.2,US PL Ontario Factory,A,3pl,medium,Lineage,,"Mira Loma, CA",25,22,25,"Ontario, CA","3251 De Forest Cir, Mira Loma, CA 91752, USA"
143,91.49,95,100,3,1.4,US PL McBee Factory,A,shipper,medium,Nestle Waters,nestle-usa,"McBee, SC",25,25,25,"Florence, SC","100 Nestle Way, McBee, SC 29101, USA"
144,91.47,90,90.7,5,3.3,US PL Ontario Factory,A,3pl,high,Saddle Creek Logistics Services,,"Ontario, CA",25,18,25,"Ontario, CA","5431 E Philadelphia St, Ontario, CA 91761, USA"
145,91.46,88,93.3,5,3.8,US PL Ontario Factory,A,shipper,high,Amazon Distribution DCA2,amazon,"Eastvale, CA",20,25,25,"Ontario, CA","5250 Goodman Wy, Eastvale, CA 91752, USA"
146,91.46,88,93.3,5,3.8,US PL Denver Factory,A,shipper,medium,AMAZON PRIME NOW (UCO1),amazon,"Denver, CO",20,25,25,"Denver, CO","480 E 55th Ave STE 100, Denver, CO 80216, USA"
147,91.46,87,96,5,4.3,US PL Ontario Factory,A,carrier,high,Estes Logistics,,"Rancho Cucamonga, CA",25,22,25,"Ontario, CA","9393 Arrow Route, Rancho Cucamonga, CA 91730, USA"
148,91.3,88,93.3,5,3.9,US PL Ontario Factory,A,shipper,medium,ONT1 Amazon Sort Center,amazon,"Mira Loma, CA",20,25,25,"Ontario, CA","11200 Iberia St, Mira Loma, CA 91752, USA"
149,91.3,88,93.3,5,3.9,US PL Madison Factory,A,parcel,medium,Sellery Amazon Hub,amazon,"Madison, WI",20,25,25,"Madison, WI","Sellery Hall, 801 W Johnson St, Madison, WI 53706, USA"
150,91.3,86,96,5,4.4,US PL S Houston Factory,A,carrier,medium,Old Dominion Freight Line,,"Houston, TX",25,22,25,"Houston, TX","13936 Furman Rd, Houston, TX 77047, USA"
151,91.27,91,86.7,5,2.7,US PL Ontario Factory,A,shipper,high,Best Buy Warehouse Ontario,,"Ontario, CA",20,25,20,"Ontario, CA","2104 E Jay St, Ontario, CA 91764, USA"
152,91.27,91,86.7,5,2.7,US DC NFI - Breinigsville,A,shipper,medium,Amcor Rigid Plastics,,"Allentown, PA",15,25,25,"Allentown, PA","7553 Morris Ct, Allentown, PA 18106, USA"
153,91.27,91,86.7,5,2.7,US PL Greenwood Indiana,A,shipper,medium,Amcor Rigid Plastics,,"Greenwood, IN",15,25,25,"Indianapolis, IN","800 Commerce Parkway West Dr, Greenwood, IN 46143, USA"
154,91.25,84,100,5,5.2,US PL Ontario Factory,A,shipper,medium,FedEx Freight,fedex,"Fontana, CA",25,25,25,"Ontario, CA","11153 Mulberry Ave, Fontana, CA 92337, USA"
155,91.14,86,96,5,4.5,US PL Ontario Factory,A,carrier,medium,Schneider cross dock,,"Rancho Cucamonga, CA",25,22,25,"Ontario, CA","11680 Dayton Dr, Rancho Cucamonga, CA 91730, USA"
156,91.14,86,96,5,4.5,US PL Ontario Factory,A,carrier,medium,XPO,,"Fontana, CA",25,22,25,"Ontario, CA","13364 Marlay Ave, Fontana, CA 92337, USA"
157,91.13,88,93.3,5,4,US PL Ontario Factory,A,shipper,medium,CNO5 Amazon Sort Center,amazon,"Chino, CA",20,25,25,"Ontario, CA","8601 Merrill Ave, Chino, CA 91710, USA"
158,91.13,88,93.3,5,4,US PL Ontario Factory,A,shipper,medium,SBD5 Amazon,amazon,"Mira Loma, CA",20,25,25,"Ontario, CA","11100 Iberia St, Mira Loma, CA 91752, USA"
159,91.1,91,86.7,5,2.8,US PL Ontario Factory,A,shipper,high,Best Buy Distribution Center,,"Ontario, CA",20,25,20,"Ontario, CA","2104 Jay St, Ontario, CA 91764, USA"
160,91.08,93,82.7,5,2.1,US DC NFI - Breinigsville,A,shipper,medium,Packaging Corporation of America,,"Allentown, PA",15,22,25,"Allentown, PA","7451 Cetronia Rd, Allentown, PA 18106, USA"
161,90.98,89,90.7,5,3.6,US PL Ontario Factory,A,3pl,high,Americold Logistics Ontario 5401,,"Ontario, CA",25,18,25,"Ontario, CA","5401 E Santa Ana St, Ontario, CA 91761, USA"
162,90.98,86,96,5,4.6,US PL Poland Spring Factory,A,3pl,high,Fastenal Fulfillment Center,,"Auburn, ME",25,22,25,"Auburn, ME","385 Rodman Rd Suite 6, Auburn, ME 04210, USA"
163,90.98,86,96,5,4.6,US PL S Houston Factory,A,3pl,high,Fastenal Fulfillment Center,,"Houston, TX",25,22,25,"Houston, TX","6276 Brookhill Dr, Houston, TX 77087, USA"
164,90.94,84,100,5,5.4,US PL S Houston Factory,A,carrier,high,PENSKE WAREHOUSE,,"Houston, TX",25,25,25,"Houston, TX","4902 S Belt Central Dr, Houston, TX 77048, USA"
165,90.93,91,86.7,5,2.9,US PL Greenwood Indiana,A,shipper,medium,Kroger,kroger,"Greenwood, IN",20,25,20,"Indianapolis, IN","3130 Meridian Parke Dr Suite G, Greenwood, IN 46142, USA"
166,90.91,93,82.7,5,2.2,US PL Denver Factory,A,shipper,high,Shamrock Foodservice Warehouse Denver,,"Denver, CO",25,22,15,"Denver, CO","460 S Lipan St, Denver, CO 80223, USA"
167,90.82,88,90.7,5,3.7,US PL Ontario Factory,A,3pl,high,Americold Logistics Ontario CA,,"Ontario, CA",25,18,25,"Ontario, CA","700 Malaga Pl, Ontario, CA 91761, USA"
168,90.82,85,96,5,4.7,US PL Sacramento Factory,A,carrier,medium,XPO,,"Sacramento, CA",25,22,25,"Sacramento, CA","3516 Kiessig Ave, Sacramento, CA 95823, USA"
169,90.8,94,80,5,1.8,US DC NFI - Breinigsville,A,shipper,medium,Wakefern Foods,,"Breinigsville, PA",20,25,15,"Allentown, PA","8301 Industrial Blvd, Breinigsville, PA 18031, USA"
170,90.79,83,100,5,5.5,US PL Allentown Factory,A,3pl,high,"GEODIS | Contract Logistics",,"Kutztown, PA",25,25,25,"Allentown, PA","9750 Commerce Cir, Kutztown, PA 19530, USA"
171,90.67,85,96,5,4.8,US PL Pasadena Factory,A,3pl,medium,Lineage,,"Pasadena, TX",25,22,25,"Houston, TX","10585 Red Bluff Rd, Pasadena, TX 77507, USA"
172,90.66,87,93.3,5,4.3,US PL Pasadena Factory,A,shipper,medium,Amazon STX4,amazon,"Pasadena, TX",20,25,25,"Houston, TX","10611 Red Bluff Rd, Pasadena, TX 77507, USA"
173,90.63,83,100,5,5.6,US PL Dallas 2 Factory,A,3pl,medium,GEODIS,,"Dallas, TX",25,25,25,"Dallas, TX","3700 Pinnacle Point Dr, Dallas, TX 75211, USA"
174,90.48,83,100,5,5.7,US PL Sacramento Factory,A,3pl,high,"Skuasco Global Logistics, DHL Express, FedEx",fedex,"Sacramento, CA",25,25,25,"Sacramento, CA","2344 Arden Wy, Sacramento, CA 95825, USA"
175,90.48,83,100,5,5.7,US PL Dallas 2 Factory,A,shipper,medium,Coca-Cola Parts,coca-cola,"Dallas, TX",25,25,25,"Dallas, TX","3631 W Davis St, Dallas, TX 75211, USA"
176,90.47,91,84,5,2.7,US DC NFI - Breinigsville,A,shipper,high,"Niagara Bottling, LLC",niagara-bottling,"Allentown, PA",25,18,20,"Allentown, PA","7561 Industrial Blvd, Allentown, PA 18106, USA"
177,90.34,86,93.3,5,4.5,US PL S Houston Factory,A,shipper,medium,Amazon DHX1,amazon,"Houston, TX",20,25,25,"Houston, TX","3031 S Sam Houston Pkwy E, Houston, TX 77047, USA"
178,90.33,88,90.7,5,4,US DC NFI - Breinigsville,A,3pl,high,"Americold Logistics, Allentown - Snowdrift",,"Allentown, PA",25,18,25,"Allentown, PA","6985 Snowdrift Rd, Allentown, PA 18106, USA"
179,90.33,88,90.7,5,4,US DC NFI - Breinigsville,A,3pl,high,Americold Logistics Allentown - Ambassador,,"Allentown, PA",25,18,25,"Allentown, PA","7150 Ambassador Dr, Allentown, PA 18106, USA"
180,90.27,90,86.7,5,3.3,US DC NFI - Breinigsville,A,shipper,medium,Red Bull,,"Allentown, PA",25,25,15,"Allentown, PA","7350 William Ave Suite 300, Allentown, PA 18106, USA"
181,90.18,82,100,5,5.9,US PL Denver Factory,A,shipper,high,Bimbo Bakeries-Sara Lee Distribution Center,,"Commerce City, CO",25,25,25,"Denver, CO","6305 E 58th Ave, Commerce City, CO 80022, USA"
182,90.18,82,100,5,5.9,US PL S Houston Factory,A,shipper,medium,FedEx Freight,fedex,"Houston, TX",25,25,25,"Houston, TX","6905 E Orem Dr, Houston, TX 77075, USA"
183,90.11,89,86.7,5,3.4,US PL Ontario Factory,A,shipper,medium,Kimberly Clark,kimberly-clark,"Ontario, CA",20,25,20,"Ontario, CA","4815 S Hellman Ave, Ontario, CA 91762, USA"
184,90.11,89,86.7,5,3.4,US PL Poland Spring Factory,A,shipper,medium,Procter & Gamble Tambrands,,"Auburn, ME",20,25,20,"Auburn, ME","2879 Hotel Rd, Auburn, ME 04210, USA"
185,90.11,89,86.7,5,3.4,US DC NFI - Breinigsville,A,shipper,medium,Amcor Rigid Plastics,,"Allentown, PA",15,25,25,"Allentown, PA","6974 Schantz Rd, Allentown, PA 18106, USA"
186,90.05,84,96,5,5.2,US PL Ontario Factory,A,3pl,medium,Lineage,,"Fontana, CA",25,22,25,"Ontario, CA","13550-A Valley Blvd, Fontana, CA 92335, USA"
187,90.03,82,100,5,6,US PL High Springs Factory,A,shipper,medium,Sysco,,"Alachua, FL",25,25,25,"Jacksonville, FL","12421 NW 173rd St, Alachua, FL 32615, USA"
188,90.02,85,93.3,5,4.7,US PL Ontario Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Ontario, CA",20,25,25,"Ontario, CA","5655 Ontario Mills Pkwy, Ontario, CA 91764, USA"
189,90.02,85,93.3,5,4.7,US PL Ontario Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Rancho Cucamonga, CA",20,25,25,"Ontario, CA","8535 Oakwood Pl Ste B, Rancho Cucamonga, CA 91729, USA"
190,89.87,85,93.3,5,4.8,US PL Greenwood Indiana,A,shipper,medium,MQJ2 - Amazon,amazon,"Whiteland, IN",20,25,25,"Indianapolis, IN","19 Bob Glidden Blvd, Whiteland, IN 46184, USA"
191,89.87,85,93.3,5,4.8,US PL Denver Factory,A,shipper,medium,DDE6 - Amazon,amazon,"Denver, CO",20,25,25,"Denver, CO","6150 N Downing St, Denver, CO 80216, USA"
192,89.87,85,93.3,5,4.8,US PL Denver Factory,A,shipper,medium,EIKZ Amazon,amazon,"Denver, CO",20,25,25,"Denver, CO","6050 Washington St, Denver, CO 80216, USA"
193,89.87,85,93.3,5,4.8,US PL Denver Factory,A,shipper,medium,SCO1 Amazon,amazon,"Denver, CO",20,25,25,"Denver, CO","6155 N Downing St, Denver, CO 80216, USA"
194,89.78,89,86.7,5,3.6,US PL Ontario Factory,A,shipper,high,Costco Distribution Center,costco,"Mira Loma, CA",20,25,20,"Ontario, CA","11600 Riverside Dr, Mira Loma, CA 91752, USA"
195,89.78,89,86.7,5,3.6,US PL Ontario Factory,A,shipper,medium,WestRock - Corrugated Container,westrock-coffee,"Ontario, CA",15,25,25,"Ontario, CA","1790 Champagne Ave, Ontario, CA 91761, USA"
196,89.71,85,93.3,5,4.9,US PL Denver Factory,A,parcel,high,Target Denver Sortation Center,target,"Denver, CO",20,25,25,"Denver, CO","6300 Broadway, Denver, CO 80216, USA"
197,89.71,85,93.3,5,4.9,US PL Dallas 2 Factory,A,shipper,medium,Amazon DAL3,amazon,"Dallas, TX",20,25,25,"Dallas, TX","1301 Chalk Hill Rd, Dallas, TX 75211, USA"
198,89.59,83,96,5,5.5,US PL Denver Factory,A,carrier,high,Swift Transportation - Denver Terminal,,"Denver, CO",25,22,25,"Denver, CO","4080 N Rosemary St, Denver, CO 80216, USA"
199,89.59,83,96,5,5.5,US PL Denver Factory,A,carrier,medium,Old Dominion Freight Line,,"Commerce City, CO",25,22,25,"Denver, CO","5601 Holly St, Commerce City, CO 80022, USA"
200,89.58,81,100,5,6.3,US PL Dallas 2 Factory,A,3pl,high,"GEODIS | Contract Logistics",,"Grand Prairie, TX",25,25,25,"Dallas, TX","2010 January Ln, Grand Prairie, TX 75050, USA"
201,89.58,81,100,5,6.3,US PL High Springs Factory,A,shipper,medium,SYSCO-ALACHUA FL,,"Alachua, FL",25,25,25,"Jacksonville, FL","11505 NW 173rd St, Alachua, FL 32615, USA"
202,89.56,85,93.3,5,5,US PL S Houston Factory,A,shipper,medium,Amazon,amazon,"Houston, TX",20,25,25,"Houston, TX","4812 Gulf Fwy, Houston, TX 77023, USA"
203,89.38,86,90.7,5,4.6,US PL Dallas 2 Factory,A,3pl,high,Exchange Logistics,,"Dallas, TX",25,18,25,"Dallas, TX","3113 Glenfield Ave, Dallas, TX 75233, USA"
204,89.29,81,100,5,6.5,US PL Ontario Factory,A,3pl,high,Ceva Logistics,,"Fontana, CA",25,25,25,"Ontario, CA","10789 Redwood Ave, Fontana, CA 92337, USA"
205,89.29,81,100,5,6.5,US PL Dallas 2 Factory,A,shipper,medium,FedEx Freight,fedex,"Irving, TX",25,25,25,"Dallas, TX","3100 S Belt Line Rd, Irving, TX 75060, USA"
206,89.22,85,90.7,5,4.7,US PL Saratoga Spring Factory,A,shipper,medium,Holiday Homes Transporting Llc,,"Ballston Spa, NY",25,18,25,"Saratoga Springs, NY","249 Greenfield Ave, Ballston Spa, NY 12020, USA"
207,89.14,80,100,5,6.6,US PL Denver Factory,A,shipper,medium,Swire Coca-Cola USA,coca-cola,"Denver, CO",25,25,25,"Denver, CO","9900 E 40th Ave, Denver, CO 80238, USA"
208,89.13,88,86.7,5,4,US PL Ontario Factory,A,shipper,high,Airport Costco Depot,costco,"Ontario, CA",20,25,20,"Ontario, CA","5600 E Airport Dr, Ontario, CA 91761, USA"
209,89.1,91,80,5,2.8,US PL Ontario Factory,A,shipper,high,AutoZone Distribution Center,,"Ontario, CA",20,25,15,"Ontario, CA","1800 S Wineville Ave, Ontario, CA 91761, USA"
210,89.09,84,93.3,5,5.3,US PL Dallas 2 Factory,A,shipper,medium,Amazon STX3,amazon,"Dallas, TX",20,25,25,"Dallas, TX","4445 Rock Quarry Rd, Dallas, TX 75211, USA"
211,88.99,80,100,5,6.7,US PL Denver Factory,A,shipper,medium,Sysco Denver - Food Distributor & Restaurant Supplies,,"Denver, CO",25,25,25,"Denver, CO","5000 Beeler St, Denver, CO 80238, USA"
212,88.91,85,90.7,5,4.9,US PL Sacramento Factory,A,carrier,medium,ABF Freight,,"Sacramento, CA",25,18,25,"Sacramento, CA","3250 47th Ave, Sacramento, CA 95824, USA"
213,88.85,80,100,5,6.8,US PL Pasadena Factory,A,3pl,high,DSV Silutions Shell warehouse Panalpina,,"Pasadena, TX",25,25,25,"Houston, TX","13031 Bay Area Blvd, Pasadena, TX 77507, USA"
214,88.82,88,84,5,3.7,US DC NFI - Breinigsville,A,shipper,high,Allen Distribution Frito lay/ Niagara Bottling,frito-lay,"Allentown, PA",25,18,20,"Allentown, PA","7058 Snowdrift Rd, Allentown, PA 18106, USA"
215,88.8,92,77.3,5,2.5,US DC NFI - Breinigsville,A,shipper,medium,Ocean Spray,,"Breinigsville, PA",25,18,15,"Allentown, PA","151 Boulder Dr, Breinigsville, PA 18031, USA"
216,88.7,79,100,5,6.9,US PL Ontario Factory,A,shipper,high,Coca Cola Chino Warehouse,coca-cola,"Chino, CA",25,25,25,"Ontario, CA","14326 Monte Vista Ave, Chino, CA 91710, USA"
217,88.68,82,96,5,6.1,US PL Ontario Factory,A,carrier,medium,Estes Express Lines,,"Fontana, CA",25,22,25,"Ontario, CA","10736 Cherry Ave, Fontana, CA 92337, USA"
218,88.52,95,90.7,3,1.5,US PL Hawkins Factory,A,shipper,medium,Infinix 12,,"Hawkins, TX 75765, USA",25,18,25,"Tyler, TX","Hawkins, TX 75765, USA"
219,88.5,86,86.7,5,4.4,US PL Poland Spring Factory,A,shipper,medium,International Paper,,"Auburn, ME",15,25,25,"Auburn, ME","175 Allied Rd, Auburn, ME 04210, USA"
220,88.5,86,86.7,5,4.4,US PL Madison Factory,A,shipper,medium,Amcor Flexibles Madison,,"Madison, WI",15,25,25,"Madison, WI","1513 Parkside Dr, Madison, WI 53704, USA"
221,88.48,83,93.3,5,5.7,US PL S Houston Factory,A,shipper,high,Target Distribution Center T3774,target,"Houston, TX",20,25,25,"Houston, TX","5805 S Sam Houston Pkwy E, Houston, TX 77048, USA"
222,88.48,83,93.3,5,5.7,US PL Ontario Factory,A,shipper,medium,Walmart Fullfillment Center,walmart,"Chino, CA",20,25,25,"Ontario, CA","6750 Kimball Ave, Chino, CA 91710, USA"
223,88.41,79,100,5,7.1,US PL Pasadena Factory,A,3pl,high,"GEODIS | Contract Logistics",,"La Porte, TX",25,25,25,"Houston, TX","1902 S 16th St, La Porte, TX 77571, USA"
224,88.33,88,84,5,4,US PL Ontario Factory,A,shipper,high,Niagara Bottling - 3CN,niagara-bottling,"Ontario, CA",25,18,20,"Ontario, CA","1150 S Etiwanda Ave, Ontario, CA 91761, USA"
225,88.26,79,100,5,7.2,US PL Dallas 2 Factory,A,shipper,medium,Pepsi-Cola,,"Arlington, TX",25,25,25,"Dallas, TX","1000 113th St, Arlington, TX 76011, USA"
226,88.18,86,86.7,5,4.6,US PL Denver Factory,A,shipper,high,Smurfit Westrock Denver Container Plant,westrock-coffee,"Denver, CO",15,25,25,"Denver, CO","5050 E 50th Ave, Denver, CO 80216, USA"
227,88.03,82,93.3,5,6,US PL High Springs Factory,A,shipper,high,Walmart Distribution Center #7035,walmart,"Alachua, FL",20,25,25,"Jacksonville, FL","18815 NW 115 Ave, Alachua, FL 32615, USA"
228,88.03,82,93.3,5,6,US PL Ontario Factory,A,3pl,high,Walmart Fulfillment Center-LAX2,walmart,"Chino, CA",20,25,25,"Ontario, CA","6720 Kimball Ave, Chino, CA 91710, USA"
229,88.03,82,93.3,5,6,US PL Pasadena Factory,A,shipper,high,AMAZON WAREHOUSE DHT2,amazon,"League City, TX",20,25,25,"Houston, TX","2455 Tuscan Lakes Blvd, League City, TX 77573, USA"
230,88.02,85,86.7,5,4.7,US PL Ontario Factory,A,shipper,high,Best Buy Warehouse,,"Chino, CA",20,25,20,"Ontario, CA","8646 Enterprise Wy, Chino, CA 91710, USA"
231,87.99,83,90.7,5,5.5,US PL Saratoga Spring Factory,A,shipper,medium,Twin Leaf Farms,,"Greenfield Center, NY",25,18,25,"Saratoga Springs, NY","200 Hyspot Rd, Greenfield Center, NY 12833, USA"
232,87.93,88,82.7,5,4,US PL Ontario Factory,A,shipper,medium,Shorr Packaging Corp,,"Ontario, CA",15,22,25,"Ontario, CA","1200 S Etiwanda Ave, Ontario, CA 91761, USA"
233,87.87,85,86.7,5,4.8,US PL Greenwood Indiana,A,shipper,medium,Red Bull Indianapolis,,"Indianapolis, IN",25,25,15,"Indianapolis, IN","7535 Company Dr, Indianapolis, IN 46237, USA"
234,87.8,90,77.3,5,3.1,US DC NFI - Breinigsville,A,shipper,medium,UTZ Quality Foods Inc,,"Allentown, PA",25,18,15,"Allentown, PA","7545 Penn Dr, Allentown, PA 18106, USA"
235,87.77,87,82.7,5,4.1,US PL Madison Factory,A,shipper,medium,Stearns Packaging Corporation,,"Madison, WI",15,22,25,"Madison, WI","4200 Sycamore Ave, Madison, WI 53714, USA"
236,87.7,86,84,5,4.4,US PL Ontario Factory,A,shipper,high,"Niagara Bottling, LLC",niagara-bottling,"Ontario, CA",25,18,20,"Ontario, CA","5675 Concours St, Ontario, CA 91764, USA"
237,87.55,77,100,5,7.7,US PL S Houston Factory,A,shipper,high,Pepsi Bottling Group,,"Houston, TX",25,25,25,"Houston, TX","9300 La Porte Fwy, Houston, TX 77017, USA"
238,87.54,86,84,5,4.5,US DC NFI - Breinigsville,A,3pl,high,Kenco Logistics,kenco-logistics-services,"Allentown, PA",25,18,20,"Allentown, PA","6975 Ambassador Dr, Allentown, PA 18106, USA"
239,87.53,82,90.7,5,5.8,US PL Ontario Factory,A,carrier,medium,ABF Freight,,"Fontana, CA",25,18,25,"Ontario, CA","10744 Almond Ave, Fontana, CA 92337, USA"
240,87.5,79,96,5,6.9,US PL Pasadena Factory,A,carrier,high,Xpo Logistics,,"Pasadena, TX",25,22,25,"Houston, TX","13031 Bay Area Blvd, Pasadena, TX 77507, USA"
241,87.5,79,96,5,6.9,US PL Dallas 2 Factory,A,carrier,medium,Estes Express Lines,,"Dallas, TX",25,22,25,"Dallas, TX","3925 Singleton Blvd, Dallas, TX 75212, USA"
242,87.41,77,100,5,7.8,US PL Dallas 2 Factory,A,carrier,high,Penske Logistics,,"Grand Prairie, TX",25,25,25,"Dallas, TX","730 E Trinity Blvd, Grand Prairie, TX 75050, USA"
243,87.21,79,96,5,7.1,US PL Dallas 2 Factory,A,carrier,medium,Old Dominion Freight Line,,"Irving, TX",25,22,25,"Dallas, TX","1501 S Loop 12, Irving, TX 75060, USA"
244,87.13,77,100,5,8,US PL Poland Spring Factory,A,parcel,medium,FedEx Ground,fedex,"Lewiston, ME",25,25,25,"Auburn, ME","380 River Rd, Lewiston, ME 04240, USA"
245,86.85,80,93.3,5,6.8,US PL Dallas 2 Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Dallas, TX",20,25,25,"Dallas, TX","2300 Beckleymeade Ave, Dallas, TX 75232, USA"
246,86.85,80,93.3,5,6.8,US PL Pasadena Factory,A,shipper,medium,Superior Carriers Inc,,"Pasadena, TX",20,25,25,"Houston, TX","12520 Bay Area Blvd, Pasadena, TX 77507, USA"
247,86.7,79,93.3,5,6.9,US PL Dallas 2 Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Dallas, TX",20,25,25,"Dallas, TX","2320 Beckleymeade Ave, Dallas, TX 75232, USA"
248,86.7,79,93.3,5,6.9,US PL Poland Spring Factory,A,shipper,medium,Baxter Brewing Co.,,"Lewiston, ME",20,25,25,"Auburn, ME","130 Mill St, Lewiston, ME 04240, USA"
249,86.63,83,86.7,5,5.6,US PL High Springs Factory,A,shipper,high,Dollar General Distribution Center,,"Alachua, FL",20,25,20,"Jacksonville, FL","12000 NW 173rd St, Alachua, FL 32615, USA"
250,86.63,81,90.7,5,6.4,US PL Ontario Factory,A,carrier,medium,Saia LTL Freight,,"Fontana, CA",25,18,25,"Ontario, CA","14731 Santa Ana Ave, Fontana, CA 92337, USA"
251,86.48,83,86.7,5,5.7,US PL S Houston Factory,A,shipper,high,Smurfit Westrock Houston Sheet Plant,westrock-coffee,"Houston, TX",15,25,25,"Houston, TX","8440 Tewantin Dr, Houston, TX 77061, USA"
252,86.34,80,90.7,5,6.6,US PL Dallas 2 Factory,A,carrier,medium,Saia LTL Freight,,"Dallas, TX",25,18,25,"Dallas, TX","4356 Singleton Blvd, Dallas, TX 75212, USA"
253,86.26,88,96,3,3.8,US PL Cabazon Factory,A,carrier,medium,Estes Express Lines,,"Banning, CA",25,22,25,"Ontario, CA","2000 E Barbour St, Banning, CA 92220, USA"
254,86.14,84,84,5,5.4,US PL Allentown Factory,A,3pl,medium,Kenco Logistic Services,kenco-logistics-services,"Kutztown, PA",25,18,20,"Allentown, PA","9784 Commerce Cir, Kutztown, PA 19530, USA"
255,86.12,78,93.3,5,7.3,US PL Madison Factory,A,shipper,high,The Home Depot Distribution Center,the-home-depot,"Sun Prairie, WI",20,25,25,"Madison, WI","2840 Innovation Way Suite 100, Sun Prairie, WI 53590, USA"
